sf,ue_index,qci,data_rate_kbits,hol_delay_ms,deadline_misses,packets,hol_delay_ms_sum
1623000,1,0,0,0,0,0,0
1623000,3,0,0,0,0,0,0
1623000,5,0,0,0,0,0,0
1623000,7,0,0,0,0,0,0
1623000,10,0,0,0,0,0,0
1623000,11,0,0,0,0,0,0
1623000,13,0,0,0,0,0,0
1623000,15,0,0,0,0,0,0
1624000,1,9,3958,45,0,185,4566
1624000,3,0,0,0,0,0,0
1624000,5,0,0,0,0,0,0
1624000,7,9,0,2,0,1,2
1624000,10,0,0,0,0,0,0
1624000,11,9,3947,29,0,120,1977
1624000,13,7,3952,16,0,64,600
1624000,15,0,0,0,0,0,0
1625000,1,9,3934,49,0,448,10700
1625000,3,0,0,0,0,0,0
1625000,5,9,14,2,0,2,4
1625000,7,0,0,0,0,0,0
1625000,10,0,0,0,0,0,0
1625000,11,9,3912,32,0,296,4812
1625000,13,7,3993,17,0,160,1494
1625000,15,0,0,0,0,0,0
1626000,1,9,4013,46,0,460,11209
1626000,3,9,0,2,0,1,2
1626000,5,0,0,0,0,0,0
1626000,7,0,0,0,0,0,0
1626000,10,9,0,2,0,1,2
1626000,11,9,3926,31,0,305,5083
1626000,13,7,4024,17,0,162,1537
1626000,15,0,0,0,0,0,0
1627000,1,9,3980,46,0,457,11107
1627000,3,0,0,0,0,0,0
1627000,5,0,0,0,0,0,0
1627000,7,0,0,0,0,0,0
1627000,10,0,0,0,0,0,0
1627000,11,9,3981,30,0,301,4948
1627000,13,7,4041,16,0,161,1516
1627000,15,0,0,0,0,0,0
1628000,1,9,4013,45,0,447,10638
1628000,3,0,0,0,0,0,0
1628000,5,0,0,0,0,0,0
1628000,7,0,0,0,0,0,0
1628000,10,0,0,0,0,0,0
1628000,11,9,3994,26,0,280,4322
1628000,13,7,4044,16,0,161,1521
1628000,15,0,0,0,0,0,0
1629000,1,9,3622,45,0,441,10311
1629000,3,0,0,0,0,0,0
1629000,5,0,0,0,0,0,0
1629000,7,0,0,0,0,0,0
1629000,10,0,0,0,0,0,0
1629000,11,9,3952,27,0,254,3595
1629000,13,7,3973,17,0,160,1481
1629000,15,0,0,0,0,0,0
1630000,1,9,3632,43,0,455,11007
1630000,3,0,0,0,0,0,0
1630000,5,0,0,0,0,0,0
1630000,7,0,0,0,0,0,0
1630000,10,0,0,0,0,0,0
1630000,11,9,3990,26,0,263,3820
1630000,13,7,4021,17,0,161,1530
1630000,15,0,0,0,0,0,0
1631000,1,9,3146,40,0,446,10601
1631000,3,0,0,0,0,0,0
1631000,5,0,0,0,0,0,0
1631000,7,0,0,0,0,0,0
1631000,10,0,0,0,0,0,0
1631000,11,9,3988,26,0,258,3678
1631000,13,7,4035,16,0,163,1529
1631000,15,0,0,0,0,0,0
1632000,1,9,2688,38,0,444,10520
1632000,3,0,0,0,0,0,0
1632000,5,0,0,0,0,0,0
1632000,7,0,0,0,0,0,0
1632000,10,0,0,0,0,0,0
1632000,11,9,3990,26,0,256,3641
1632000,13,7,4011,17,0,160,1492
1632000,15,0,0,0,0,0,0
1633000,1,9,2566,36,0,440,10346
1633000,3,0,0,0,0,0,0
1633000,5,0,0,0,0,0,0
1633000,7,0,0,0,0,0,0
1633000,10,0,0,0,0,0,0
1633000,11,9,3937,27,0,250,3479
1633000,13,7,3995,17,0,161,1506
1633000,15,0,0,0,0,0,0
1634000,1,9,2301,34,0,454,10989
1634000,3,0,0,0,0,0,0
1634000,5,0,0,0,0,0,0
1634000,7,9,0,2,0,1,2
1634000,10,0,0,0,0,0,0
1634000,11,9,3938,26,0,258,3693
1634000,13,7,4025,17,0,160,1499
1634000,15,0,0,0,0,0,0
1635000,1,9,1972,32,0,456,11096
1635000,3,0,0,0,0,0,0
1635000,5,9,0,2,0,1,2
1635000,7,0,0,0,0,0,0
1635000,10,0,0,0,0,0,0
1635000,11,9,3969,26,0,254,3594
1635000,13,7,4014,17,0,160,1497
1635000,15,0,0,0,0,0,0
1636000,1,9,1825,29,0,452,10907
1636000,3,9,0,2,0,1,2
1636000,5,0,0,0,0,0,0
1636000,7,0,0,0,0,0,0
1636000,10,9,0,2,0,1,2
1636000,11,9,3831,26,0,249,3453
1636000,13,7,4038,17,0,163,1552
1636000,15,0,0,0,0,0,0
1637000,1,9,1865,27,0,443,10472
1637000,3,0,0,0,0,0,0
1637000,5,0,0,0,0,0,0
1637000,7,0,0,0,0,0,0
1637000,10,0,0,0,0,0,0
1637000,11,9,3866,23,0,233,3015
1637000,13,7,4040,17,0,163,1552
1637000,15,0,0,0,0,0,0
1638000,1,9,1898,24,0,439,10333
1638000,3,0,0,0,0,0,0
1638000,5,0,0,0,0,0,0
1638000,7,0,0,0,0,0,0
1638000,10,0,0,0,0,0,0
1638000,11,9,3633,20,0,228,2906
1638000,13,7,4020,17,0,160,1485
1638000,15,0,0,0,0,0,0
1639000,1,9,1979,22,0,451,10879
1639000,3,0,0,0,0,0,0
1639000,5,0,0,0,0,0,0
1639000,7,0,0,0,0,0,0
1639000,10,0,0,0,0,0,0
1639000,11,9,3320,18,0,231,2998
1639000,13,7,4018,16,0,160,1483
1639000,15,0,0,0,0,0,0
1640000,1,9,1985,20,0,452,10877
1640000,3,0,0,0,0,0,0
1640000,5,0,0,0,0,0,0
1640000,7,0,0,0,0,0,0
1640000,10,0,0,0,0,0,0
1640000,11,9,3053,15,0,228,2930
1640000,13,7,4013,16,0,160,1485
1640000,15,0,0,0,0,0,0
1641000,1,9,2054,18,0,449,10793
1641000,3,0,0,0,0,0,0
1641000,5,0,0,0,0,0,0
1641000,7,0,0,0,0,0,0
1641000,10,0,0,0,0,0,0
1641000,11,9,2563,13,0,222,2789
1641000,13,7,4011,17,0,160,1500
1641000,15,0,0,0,0,0,0
1642000,1,9,2047,16,0,447,10763
1642000,3,0,0,0,0,0,0
1642000,5,0,0,0,0,0,0
1642000,7,0,0,0,0,0,0
1642000,10,0,0,0,0,0,0
1642000,11,9,2273,11,0,224,2924
1642000,13,7,4015,17,0,161,1509
1642000,15,0,0,0,0,0,0
1643000,1,9,2150,14,0,452,10929
1643000,3,0,0,0,0,0,0
1643000,5,0,0,0,0,0,0
1643000,7,0,0,0,0,0,0
1643000,10,0,0,0,0,0,0
1643000,11,9,1941,8,0,223,2834
1643000,13,7,4026,16,0,161,1503
1643000,15,0,0,0,0,0,0
1644000,1,9,2185,11,0,452,10971
1644000,3,0,0,0,0,0,0
1644000,5,0,0,0,0,0,0
1644000,7,9,0,2,0,1,2
1644000,10,0,0,0,0,0,0
1644000,11,9,1805,6,0,221,2792
1644000,13,7,3867,17,0,160,1491
1644000,15,0,0,0,0,0,0
1645000,1,9,2276,9,0,451,10901
1645000,3,0,0,0,0,0,0
1645000,5,9,0,2,0,1,2
1645000,7,0,0,0,0,0,0
1645000,10,0,0,0,0,0,0
1645000,11,9,1870,4,0,219,2748
1645000,13,7,3627,15,0,158,1477
1645000,15,0,0,0,0,0,0
1646000,1,9,2282,7,0,447,10727
1646000,3,9,0,2,0,1,2
1646000,5,0,0,0,0,0,0
1646000,7,0,0,0,0,0,0
1646000,10,9,0,2,0,1,2
1646000,11,9,4016,21,0,210,2565
1646000,13,7,3166,12,0,157,1463
1646000,15,0,0,0,0,0,0
1647000,1,9,2352,4,0,452,10975
1647000,3,0,0,0,0,0,0
1647000,5,0,0,0,0,0,0
1647000,7,0,0,0,0,0,0
1647000,10,0,0,0,0,0,0
1647000,11,9,3909,24,0,226,2864
1647000,13,7,2893,10,0,160,1503
1647000,15,0,0,0,0,0,0
1648000,1,9,4004,2,0,457,11198
1648000,3,0,0,0,0,0,0
1648000,5,0,0,0,0,0,0
1648000,7,0,0,0,0,0,0
1648000,10,0,0,0,0,0,0
1648000,11,9,3932,23,0,225,2845
1648000,13,7,2403,7,0,157,1471
1648000,15,0,0,0,0,0,0
1649000,1,9,3966,46,0,453,10961
1649000,3,0,0,0,0,0,0
1649000,5,0,0,0,0,0,0
1649000,7,0,0,0,0,0,0
1649000,10,0,0,0,0,0,0
1649000,11,9,3998,23,0,223,2804
1649000,13,7,2116,5,0,158,1495
1649000,15,0,0,0,0,0,0
1650000,1,9,4029,45,0,452,10838
1650000,3,0,0,0,0,0,0
1650000,5,0,0,0,0,0,0
1650000,7,0,0,0,0,0,0
1650000,10,0,0,0,0,0,0
1650000,11,9,3997,22,0,223,2812
1650000,13,7,4027,2,0,157,1483
1650000,15,0,0,0,0,0,0
1651000,1,9,3971,47,0,456,11066
1651000,3,0,0,0,0,0,0
1651000,5,0,0,0,0,0,0
1651000,7,0,0,0,0,0,0
1651000,10,0,0,0,0,0,0
1651000,11,9,3897,25,0,238,3165
1651000,13,7,4113,17,0,160,1500
