sf,ue_index,qci,data_rate_kbits,hol_delay_ms,deadline_misses,packets,hol_delay_ms_sum
562000,1,0,0,0,0,0,0
562000,4,0,0,0,0,0,0
562000,5,0,0,0,0,0,0
562000,7,9,0,2,0,1,2
562000,10,0,0,0,0,0,0
562000,13,0,0,0,0,0,0
562000,14,9,0,2,0,1,2
562000,16,0,0,0,0,0,0
563000,1,7,203,2,0,11,22
563000,4,0,0,0,0,0,0
563000,5,5,186,2,0,2,4
563000,7,9,0,41,0,663,26371
563000,10,9,16931,212,0,215,22981
563000,13,9,8928,12,0,47,452
563000,14,0,0,0,0,0,0
563000,16,9,598,393,311,621,163599
564000,1,7,246,2,0,18,36
564000,4,7,3958,18,0,102,999
564000,5,0,0,0,0,0,0
564000,7,9,796,1465,641,1000,833660
564000,10,9,15429,186,57,341,60185
564000,13,9,9285,20,0,49,815
564000,14,9,0,2,0,1,2
564000,16,9,12979,147,504,579,396145
565000,1,7,183,2,0,19,38
565000,4,7,4800,17,0,168,1734
565000,5,5,170,2,0,1,2
565000,7,9,943,1464,1000,1000,1613538
565000,10,9,15003,163,43,329,56155
565000,13,9,8984,9,0,51,415
565000,14,0,0,0,0,0,0
565000,16,9,5493,69,0,105,2156
565000,1,7,183,2,0,19,38
565000,4,7,4800,17,0,168,1734
565000,5,5,170,2,0,1,2
565000,7,9,943,1464,1000,1000,1613538
565000,10,9,15003,163,43,329,56155
565000,13,9,8984,9,0,51,415
565000,14,0,0,0,0,0,0
565000,16,9,5493,69,0,105,2156
566000,1,7,179,2,0,17,34
566000,4,7,4749,18,0,183,2002
566000,5,0,0,0,0,0,0
566000,7,9,1196,1456,1000,1000,1655934
566000,10,9,14688,141,36,333,54574
566000,13,9,6878,3,0,32,85
566000,14,0,0,0,0,0,0
566000,16,9,7200,82,0,113,3976
567000,1,7,243,2,0,18,36
567000,4,7,4784,18,0,162,1547
567000,5,5,170,2,0,1,2
567000,7,9,1794,1463,999,999,1644231
567000,10,9,13985,132,18,316,50489
567000,13,9,8208,31,0,42,813
567000,14,0,0,0,0,0,0
567000,16,9,7375,36,0,48,1082
568000,1,7,106,2,0,16,32
568000,4,7,4728,18,0,134,1292
568000,5,5,170,2,0,1,2
568000,7,9,2700,1469,999,999,1626409
568000,10,9,14472,106,20,319,51123
568000,13,9,8143,12,0,41,446
568000,14,0,0,0,0,0,0
568000,16,9,6267,2,0,30,77
569000,1,7,109,2,0,18,36
569000,4,7,4787,17,0,152,1468
569000,5,5,173,2,0,1,2
569000,7,9,4420,1435,999,999,1504687
569000,10,9,12704,82,0,296,48147
569000,13,9,7326,9,0,35,259
569000,14,0,0,0,0,0,0
569000,16,9,3881,3,0,20,83
570000,1,7,239,2,0,18,36
570000,4,7,4755,18,0,164,1649
570000,5,5,173,2,0,1,2
570000,7,9,4624,1405,997,997,1450701
570000,10,9,10799,64,39,337,58027
570000,13,9,5194,3,0,23,60
570000,14,0,0,0,0,0,0
