sf,ue_index,qci,data_rate_kbits,hol_delay_ms,deadline_misses,packets,hol_delay_ms_sum
577000,2,0,0,0,0,0,0
577000,4,0,0,0,0,0,0
577000,8,0,0,0,0,0,0
577000,10,0,0,0,0,0,0
577000,13,0,0,0,0,0,0
577000,15,0,0,0,0,0,0
577000,17,0,0,0,0,0,0
577000,19,0,0,0,0,0,0
578000,2,0,0,0,0,0,0
578000,4,0,0,0,0,0,0
578000,8,0,0,0,0,0,0
578000,10,7,0,2,0,1,2
578000,13,0,0,0,0,0,0
578000,15,9,0,2,0,1,2
578000,17,0,0,0,0,0,0
578000,19,0,0,0,0,0,0
579000,2,0,0,0,0,0,0
579000,4,7,210,2,0,14,28
579000,8,0,0,0,0,0,0
579000,10,7,4108,14,0,161,1510
579000,13,5,157,2,0,1,2
579000,15,0,0,0,0,0,0
579000,17,0,0,0,0,0,0
579000,19,0,0,0,0,0,0
580000,2,0,0,0,0,0,0
580000,4,7,243,2,0,24,48
580000,8,0,0,0,0,0,0
580000,10,7,3736,12,0,166,1624
580000,13,5,155,2,0,1,2
580000,15,0,0,0,0,0,0
580000,17,0,0,0,0,0,0
580000,19,0,0,0,0,0,0
581000,2,0,0,0,0,0,0
581000,4,7,243,2,0,20,40
581000,8,0,0,0,0,0,0
581000,10,7,3062,9,0,167,1681
581000,13,5,155,2,0,1,2
581000,15,0,0,0,0,0,0
581000,17,0,0,0,0,0,0
581000,19,0,0,0,0,0,0
582000,2,0,0,0,0,0,0
582000,4,7,103,2,0,20,40
582000,8,9,0,2,0,1,2
582000,10,7,1465,3,0,163,1674
582000,13,5,157,2,0,1,2
582000,15,0,0,0,0,0,0
582000,17,0,0,0,0,0,0
582000,19,0,0,0,0,0,0
583000,2,0,0,0,0,0,0
583000,4,7,239,2,0,20,40
583000,8,0,0,0,0,0,0
583000,10,7,4678,19,0,166,1676
583000,13,5,157,2,0,1,2
583000,15,0,0,0,0,0,0
583000,17,0,0,0,0,0,0
583000,19,0,0,0,0,0,0
584000,2,0,0,0,0,0,0
584000,4,7,243,2,0,20,40
584000,8,0,0,0,0,0,0
584000,10,7,4719,19,0,170,1713
584000,13,5,259,2,0,2,4
584000,15,0,0,0,0,0,0
584000,17,0,0,0,0,0,0
584000,19,0,0,0,0,0,0
585000,2,0,0,0,0,0,0
585000,4,7,210,2,0,21,42
585000,8,0,0,0,0,0,0
585000,10,7,4693,17,0,170,1692
585000,13,5,157,2,0,2,4
585000,15,0,0,0,0,0,0
585000,17,9,0,2,0,1,2
585000,19,0,0,0,0,0,0
586000,2,0,0,0,0,0,0
586000,4,7,239,2,0,20,40
586000,8,0,0,0,0,0,0
586000,10,7,4678,19,0,170,1677
586000,13,5,157,2,0,1,2
586000,15,0,0,0,0,0,0
586000,17,0,0,0,0,0,0
586000,19,0,0,0,0,0,0
587000,2,0,0,0,0,0,0
587000,4,7,212,2,0,20,40
587000,8,0,0,0,0,0,0
587000,10,7,4699,19,0,170,1694
587000,13,5,157,2,0,1,2
587000,15,0,0,0,0,0,0
587000,17,0,0,0,0,0,0
587000,19,0,0,0,0,0,0
588000,2,0,0,0,0,0,0
588000,4,7,243,2,0,20,40
588000,8,0,0,0,0,0,0
588000,10,7,4723,19,0,170,1711
588000,13,5,157,2,0,1,2
588000,15,9,0,2,0,1,2
588000,17,0,0,0,0,0,0
588000,19,0,0,0,0,0,0
589000,2,0,0,0,0,0,0
589000,4,7,243,2,0,20,40
589000,8,0,0,0,0,0,0
589000,10,7,4631,18,0,170,1696
589000,13,5,128,2,0,1,2
589000,15,0,0,0,0,0,0
589000,17,0,0,0,0,0,0
589000,19,0,0,0,0,0,0
590000,2,0,0,0,0,0,0
590000,4,7,239,2,0,20,40
590000,8,0,0,0,0,0,0
590000,10,7,4670,19,0,168,1630
590000,13,5,128,2,0,1,2
590000,15,0,0,0,0,0,0
590000,17,0,0,0,0,0,0
590000,19,0,0,0,0,0,0
591000,2,0,0,0,0,0,0
591000,4,7,240,2,0,20,40
591000,8,0,0,0,0,0,0
591000,10,7,4663,18,0,170,1688
591000,13,5,128,2,0,1,2
591000,15,0,0,0,0,0,0
591000,17,0,0,0,0,0,0
591000,19,0,0,0,0,0,0
592000,2,0,0,0,0,0,0
592000,4,7,241,2,0,20,40
592000,8,9,0,2,0,1,2
592000,10,7,4701,19,0,167,1651
592000,13,5,128,2,0,1,2
592000,15,0,0,0,0,0,0
592000,17,0,0,0,0,0,0
592000,19,0,0,0,0,0,0
593000,2,0,0,0,0,0,0
593000,4,7,243,2,0,20,40
593000,8,0,0,0,0,0,0
593000,10,7,4768,18,0,170,1712
593000,13,5,128,2,0,1,2
593000,15,0,0,0,0,0,0
593000,17,0,0,0,0,0,0
593000,19,0,0,0,0,0,0
594000,2,0,0,0,0,0,0
594000,4,7,226,2,0,20,40
594000,8,0,0,0,0,0,0
594000,10,7,4653,18,0,167,1612
594000,13,5,218,2,0,2,4
594000,15,0,0,0,0,0,0
594000,17,0,0,0,0,0,0
594000,19,0,0,0,0,0,0
595000,2,0,0,0,0,0,0
595000,4,7,243,2,0,21,42
595000,8,0,0,0,0,0,0
595000,10,7,4783,18,0,171,1722
595000,13,5,128,2,0,1,2
595000,15,0,0,0,0,0,0
595000,17,9,0,2,0,1,2
595000,19,0,0,0,0,0,0
596000,2,0,0,0,0,0,0
596000,4,7,205,2,0,20,40
596000,8,0,0,0,0,0,0
596000,10,7,4529,18,0,168,1663
596000,13,5,163,2,0,2,4
596000,15,0,0,0,0,0,0
596000,17,0,0,0,0,0,0
596000,19,0,0,0,0,0,0
597000,2,0,0,0,0,0,0
597000,4,7,239,3,0,20,41
597000,8,0,0,0,0,0,0
597000,10,7,4759,18,0,169,1728
