sf,ue_index,qci,data_rate_kbits,hol_delay_ms,deadline_misses,packets,hol_delay_ms_sum
3464000,1,0,0,0,0,0,0
3464000,3,0,0,0,0,0,0
3464000,5,0,0,0,0,0,0
3464000,7,0,0,0,0,0,0
3464000,10,0,0,0,0,0,0
3464000,11,0,0,0,0,0,0
3464000,13,0,0,0,0,0,0
3464000,15,0,0,0,0,0,0
3465000,1,9,1518,280,0,978,148772
3465000,3,9,3981,58,0,583,17853
3465000,5,0,0,0,0,0,0
3465000,7,9,3998,24,0,244,3326
3465000,10,9,3927,44,0,444,10502
3465000,11,9,3600,83,0,849,37316
3465000,13,7,4021,17,0,168,1646
3465000,15,0,0,0,0,0,0
3466000,1,9,1524,378,531,1000,300019
3466000,3,9,3981,58,0,578,17547
3466000,5,9,0,2,0,1,2
3466000,7,9,4036,24,0,240,3186
3466000,10,9,3987,44,0,438,10150
3466000,11,9,3279,80,0,848,37124
3466000,13,7,4011,17,0,165,1586
3466000,15,0,0,0,0,0,0
3467000,1,9,1618,576,1000,1000,456918
3467000,3,9,3999,58,0,577,17429
3467000,5,0,0,0,0,0,0
3467000,7,9,3980,25,0,244,3315
3467000,10,9,3952,46,0,439,10278
3467000,11,9,2872,77,0,839,36446
3467000,13,7,4010,17,0,163,1542
3467000,15,0,0,0,0,0,0
3467000,1,9,1618,576,1000,1000,456918
3467000,3,9,3999,58,0,577,17429
3467000,5,0,0,0,0,0,0
3467000,7,9,3980,25,0,244,3315
3467000,10,9,3952,46,0,439,10278
3467000,11,9,2872,77,0,839,36446
3467000,13,7,4010,17,0,163,1542
3467000,15,0,0,0,0,0,0
3468000,1,9,1642,673,1000,1000,579258
3468000,3,9,3971,60,0,585,17957
3468000,5,0,0,0,0,0,0
3468000,7,9,3971,27,0,250,3466
3468000,10,9,3917,46,0,454,10955
3468000,11,9,2407,75,0,842,36707
3468000,13,7,3979,18,0,165,1599
3468000,15,0,0,0,0,0,0
3469000,1,9,1778,771,1000,1000,709242
3469000,3,9,3920,59,0,585,17852
3469000,5,0,0,0,0,0,0
3469000,7,9,4000,25,0,248,3400
3469000,10,9,3995,46,0,451,10828
3469000,11,9,2101,72,0,842,36703
3469000,13,7,4045,17,0,166,1600
3469000,15,0,0,0,0,0,0
3470000,1,9,1736,968,1000,1000,837459
3470000,3,9,3936,58,0,576,17361
3470000,5,0,0,0,0,0,0
3470000,7,9,3981,26,0,240,3203
3470000,10,9,3956,46,0,444,10504
3470000,11,9,1788,69,0,842,36722
3470000,13,7,3983,18,0,162,1538
3470000,15,0,0,0,0,0,0
3471000,1,9,1791,1066,1000,1000,968645
3471000,3,9,3699,58,0,581,17672
3471000,5,0,0,0,0,0,0
3471000,7,9,3962,26,0,254,3582
3471000,10,9,3985,46,0,456,11069
3471000,11,9,1864,67,0,845,36902
3471000,13,7,4021,17,0,164,1585
3471000,15,0,0,0,0,0,0
3472000,1,9,1862,1164,1000,1000,1091056
3472000,3,9,3305,55,0,587,18093
3472000,5,0,0,0,0,0,0
3472000,7,9,3998,26,0,261,3729
3472000,10,9,3952,46,0,463,11382
3472000,11,9,1923,64,0,845,36982
3472000,13,7,3958,19,0,170,1702
3472000,15,0,0,0,0,0,0
3473000,1,9,1932,1361,1000,1000,1228976
3473000,3,9,3011,52,0,585,17984
3473000,5,0,0,0,0,0,0
3473000,7,9,4008,25,0,252,3538
3473000,10,9,3997,46,0,454,10936
3473000,11,9,1910,61,0,852,37523
3473000,13,7,4030,16,0,165,1532
3473000,15,0,0,0,0,0,0
3474000,1,9,1962,1459,1000,1000,1380356
3474000,3,9,2387,50,0,585,17975
3474000,5,0,0,0,0,0,0
3474000,7,9,3949,28,0,267,3883
3474000,10,9,3960,48,0,461,11243
3474000,11,9,2139,59,0,850,37452
3474000,13,7,3992,19,0,168,1589
3474000,15,0,0,0,0,0,0
3475000,1,9,1994,1556,1000,1000,1502410
3475000,3,9,2135,47,0,599,18864
3475000,5,0,0,0,0,0,0
3475000,7,9,4001,27,0,273,4112
