sf,ue_index,qci,data_rate_kbits,hol_delay_ms,deadline_misses,packets,hol_delay_ms_sum
703000,1,0,0,0,0,0,0
703000,3,0,0,0,0,0,0
703000,5,0,0,0,0,0,0
703000,7,0,0,0,0,0,0
703000,10,0,0,0,0,0,0
703000,11,0,0,0,0,0,0
703000,13,0,0,0,0,0,0
703000,15,0,0,0,0,0,0
704000,1,9,0,2,0,1,2
704000,3,0,0,0,0,0,0
704000,5,0,0,0,0,0,0
704000,7,0,0,0,0,0,0
704000,10,0,0,0,0,0,0
704000,11,0,0,0,0,0,0
704000,13,7,4000,17,0,80,742
704000,15,0,0,0,0,0,0
705000,1,0,0,0,0,0,0
705000,3,0,0,0,0,0,0
705000,5,0,0,0,0,0,0
705000,7,0,0,0,0,0,0
705000,10,0,0,0,0,0,0
705000,11,0,0,0,0,0,0
705000,13,7,4016,17,0,160,1501
705000,15,0,0,0,0,0,0
706000,1,0,0,0,0,0,0
706000,3,0,0,0,0,0,0
706000,5,0,0,0,0,0,0
706000,7,0,0,0,0,0,0
706000,10,0,0,0,0,0,0
706000,11,0,0,0,0,0,0
706000,13,7,4042,17,0,160,1496
706000,15,0,0,0,0,0,0
707000,1,0,0,0,0,0,0
707000,3,0,0,0,0,0,0
707000,5,0,0,0,0,0,0
707000,7,0,0,0,0,0,0
707000,10,0,0,0,0,0,0
707000,11,0,0,0,0,0,0
707000,13,7,4045,16,0,161,1485
707000,15,0,0,0,0,0,0
708000,1,0,0,0,0,0,0
708000,3,0,0,0,0,0,0
708000,5,0,0,0,0,0,0
708000,7,0,0,0,0,0,0
708000,10,0,0,0,0,0,0
708000,11,0,0,0,0,0,0
708000,13,7,4011,17,0,160,1498
708000,15,0,0,0,0,0,0
709000,1,0,0,0,0,0,0
709000,3,0,0,0,0,0,0
709000,5,9,0,2,0,1,2
709000,7,9,0,2,0,1,2
709000,10,0,0,0,0,0,0
709000,11,0,0,0,0,0,0
709000,13,7,4020,17,0,160,1495
709000,15,0,0,0,0,0,0
710000,1,0,0,0,0,0,0
710000,3,9,0,2,0,1,2
710000,5,0,0,0,0,0,0
710000,7,0,0,0,0,0,0
710000,10,0,0,0,0,0,0
710000,11,0,0,0,0,0,0
710000,13,7,4021,17,0,160,1498
710000,15,0,0,0,0,0,0
711000,1,0,0,0,0,0,0
711000,3,0,0,0,0,0,0
711000,5,0,0,0,0,0,0
711000,7,0,0,0,0,0,0
711000,10,9,0,2,0,1,2
711000,11,0,0,0,0,0,0
711000,13,7,4026,16,0,160,1498
711000,15,0,0,0,0,0,0
712000,1,0,0,0,0,0,0
712000,3,0,0,0,0,0,0
712000,5,0,0,0,0,0,0
712000,7,0,0,0,0,0,0
712000,10,0,0,0,0,0,0
712000,11,0,0,0,0,0,0
712000,13,7,3990,17,0,160,1497
712000,15,0,0,0,0,0,0
713000,1,0,0,0,0,0,0
713000,3,0,0,0,0,0,0
713000,5,0,0,0,0,0,0
713000,7,0,0,0,0,0,0
713000,10,0,0,0,0,0,0
713000,11,0,0,0,0,0,0
713000,13,7,4022,17,0,160,1506
713000,15,0,0,0,0,0,0
714000,1,9,0,2,0,1,2
714000,3,0,0,0,0,0,0
