sf,ue_index,qci,data_rate_kbits,hol_delay_ms,deadline_misses,packets,hol_delay_ms_sum
5374000,1,0,0,0,0,0,0
5374000,3,0,0,0,0,0,0
5374000,5,0,0,0,0,0,0
5374000,7,0,0,0,0,0,0
5374000,10,0,0,0,0,0,0
5374000,11,0,0,0,0,0,0
5374000,13,0,0,0,0,0,0
5374000,15,0,0,0,0,0,0
5375000,1,9,0,127,0,126,8127
5375000,3,9,1848,23,0,103,3677
5375000,5,9,3822,19,0,67,1448
5375000,7,9,1124,25,0,41,494
5375000,10,9,1137,28,0,66,1223
5375000,11,9,1566,35,0,114,3940
5375000,13,7,3477,16,0,32,294
5375000,15,9,365,119,0,118,7139
5376000,1,9,0,1127,827,1000,627500
5376000,3,9,2168,21,0,553,16625
5376000,5,9,3915,19,0,216,3103
5376000,7,9,1830,23,0,368,7418
5376000,10,9,2462,25,0,692,25461
5376000,11,9,2966,32,0,934,45287
5376000,13,7,4038,16,0,166,1592
5376000,15,9,808,919,819,1000,522600
5377000,1,9,0,2127,1000,1000,1627500
5377000,3,9,2194,18,0,519,14335
5377000,5,9,3478,16,0,181,1897
5377000,7,9,1883,20,0,381,7870
5377000,10,9,2592,22,0,722,27265
5377000,11,9,3032,29,0,951,46832
5377000,13,7,4023,17,0,160,1497
5377000,15,9,858,1618,1000,1000,1248868
5378000,1,9,0,3127,1000,1000,2627500
5378000,3,9,2279,15,0,520,14390
5378000,5,9,3043,13,0,184,1964
5378000,7,9,1934,18,0,385,7959
5378000,10,9,2676,19,0,721,27216
5378000,11,9,3116,26,0,949,46660
5378000,13,7,4013,16,0,161,1472
5378000,15,9,912,2317,1000,1000,1959371
5379000,1,9,0,4127,1000,1000,3627500
5379000,3,9,2038,13,0,451,11083
5379000,5,9,490,6,0,111,981
5379000,7,9,2284,15,0,315,5648
5379000,10,9,2411,17,0,652,22513
5379000,11,9,2812,24,0,878,40162
5379000,13,7,4005,17,0,161,1459
5379000,15,9,3662,2516,1000,1000,2552573
5380000,1,9,0,5127,1000,1000,4627500
5380000,3,9,2098,10,0,395,8464
5380000,5,9,696,7,0,66,312
5380000,7,9,1792,13,0,260,3780
5380000,10,9,2473,14,0,597,18831
5380000,11,9,2892,21,0,822,35171
5380000,13,7,4022,16,0,163,1549
5380000,15,9,3636,2412,1000,1000,2492067
5381000,1,9,744,6127,1000,1000,5627500
5381000,3,9,2072,8,0,388,8156
5381000,5,9,281,7,0,61,273
5381000,7,9,1839,10,0,252,3570
5381000,10,9,2530,12,0,589,18316
5381000,11,9,2896,18,0,814,34516
5381000,13,7,4032,17,0,162,1512
5381000,15,9,3179,5,971,981,1979561
5382000,1,9,3482,6128,1000,1000,6158907
5382000,3,9,2640,5,0,577,17594
5382000,5,9,274,4,0,79,457
5382000,7,9,1898,7,0,281,4402
5382000,10,9,2425,10,0,459,11288
5382000,11,9,3104,16,0,845,37084
5382000,13,7,3699,16,0,163,1548
5382000,15,9,467,2,0,50,207
5383000,1,9,3914,6125,1000,1000,6159032
5383000,3,9,4037,2,0,572,17379
5383000,5,9,604,2,0,81,494
5383000,7,9,1980,4,0,280,4346
5383000,10,9,2276,6,0,456,11097
5383000,11,9,2988,13,0,841,36822
5383000,13,7,3445,13,0,166,1596
5383000,15,9,233,2,0,46,193
5384000,1,9,3515,6123,1000,1000,6158562
5384000,3,9,4015,59,0,583,17907
5384000,5,9,861,12,0,93,621
5384000,7,9,4012,2,0,291,4662
5384000,10,9,2392,3,0,463,11400
5384000,11,9,3255,10,0,847,37326
5384000,13,7,3059,10,0,170,1703
5384000,15,9,362,6,0,56,257
5385000,1,9,3697,6120,1000,1000,6159253
5385000,3,9,4017,58,0,581,17670
5385000,5,9,992,10,0,96,610
5385000,7,9,4032,29,0,285,4477
5385000,10,9,4030,46,0,458,11245
5385000,11,9,3413,7,0,844,37087
5385000,13,7,2574,7,0,161,1501
5385000,15,9,119,5,0,46,176
5386000,1,9,3879,6118,1000,1000,6160674
5386000,3,9,4020,59,0,582,17713
5386000,5,9,784,11,0,97,622
5386000,7,9,4004,30,0,291,4657
5386000,10,9,4023,47,0,463,11386
5386000,11,9,3533,4,0,846,37281
5386000,13,7,1956,4,0,161,1551
5386000,15,9,355,7,0,48,201
5387000,1,9,3696,6115,1000,1000,6160562
5387000,3,9,4005,60,0,587,18064
5387000,5,9,789,12,0,99,641
5387000,7,9,3996,31,0,291,4643
5387000,10,9,4004,47,0,462,11350
5387000,11,9,4005,2,0,849,37447
5387000,13,7,4015,2,0,161,1543
5387000,15,9,392,7,0,49,212
5388000,1,9,3446,6112,1000,1000,6159675
5388000,3,9,4003,60,0,584,17917
5388000,5,9,701,11,0,98,635
5388000,7,9,4015,30,0,288,4528
5388000,10,9,4098,47,0,454,10918
5388000,11,9,3943,85,0,847,37199
5388000,13,7,4010,18,0,163,1555
5388000,15,9,381,7,0,51,223
5389000,1,9,2974,6109,1000,1000,6158778
5389000,3,9,3987,60,0,585,17977
5389000,5,9,901,12,0,99,640
5389000,7,9,4015,31,0,286,4513
5389000,10,9,4006,47,0,451,10836
5389000,11,9,3963,86,0,845,36954
5389000,13,7,4029,16,0,162,1498
