sf,ue_index,qci,data_rate_kbits,hol_delay_ms,deadline_misses,packets,hol_delay_ms_sum
99000,1,0,0,0,0,0,0
99000,4,0,0,0,0,0,0
99000,6,0,0,0,0,0,0
99000,8,0,0,0,0,0,0
99000,10,0,0,0,0,0,0
99000,13,0,0,0,0,0,0
99000,15,7,0,2,0,1,2
99000,18,0,0,0,0,0,0
100000,1,9,1745,178,0,862,39984
100000,4,9,3528,51,0,872,38741
100000,6,0,0,0,0,0,0
100000,8,9,2706,38,0,820,35716
100000,10,9,2137,18,0,813,27742
100000,13,9,4084,75,0,878,45627
100000,15,7,4791,16,0,161,1478
100000,18,9,1791,102,0,904,45091
101000,1,9,6763,175,0,1000,116035
101000,4,9,2127,125,0,1000,113446
101000,6,0,0,0,0,0,0
101000,8,9,1331,103,0,1000,95605
101000,10,9,1374,103,0,1000,101535
101000,13,9,1643,119,0,1000,115003
101000,15,7,4784,16,0,160,1454
101000,18,9,2650,144,0,1000,113030
102000,1,9,0,905,695,1000,451102
102000,4,9,4527,57,0,1000,143750
102000,6,0,0,0,0,0,0
102000,8,9,3443,45,0,1000,133360
102000,10,9,3257,162,0,1000,132833
102000,13,9,828,103,0,1000,136110
102000,15,7,4986,16,0,174,1700
102000,18,9,3656,32,0,1000,130098
102000,1,9,0,905,695,1000,451102
102000,4,9,4527,57,0,1000,143750
102000,6,0,0,0,0,0,0
102000,8,9,3443,45,0,1000,133360
102000,10,9,3257,162,0,1000,132833
102000,13,9,828,103,0,1000,136110
102000,15,7,4986,16,0,174,1700
102000,18,9,3656,32,0,1000,130098
103000,1,9,0,1908,1000,1000,1426801
103000,4,9,6800,27,0,872,45125
103000,6,0,0,0,0,0,0
103000,8,9,1463,65,0,828,38740
103000,10,9,5195,40,0,827,32462
103000,13,9,4706,68,0,886,48328
103000,15,7,4805,16,0,160,1432
103000,18,9,1320,3,0,840,39066
104000,1,9,564,2609,1000,1000,2269553
104000,4,9,733,2,0,599,8467
104000,6,0,0,0,0,0,0
104000,8,9,4778,42,0,484,7879
104000,10,9,5675,21,0,324,4296
104000,13,9,4437,63,0,635,9702
104000,15,7,4769,16,0,161,1433
104000,18,9,2687,65,0,823,15020
105000,1,9,532,3311,1000,1000,2969628
105000,4,9,5148,56,0,691,11614
105000,6,0,0,0,0,0,0
105000,8,9,4811,41,0,521,7815
105000,10,9,1030,2,0,459,6064
105000,13,9,4448,32,0,365,4825
105000,15,7,4789,16,0,160,1434
105000,18,9,1629,3,0,836,13329
106000,1,9,543,4013,1000,1000,3659457
106000,4,9,1328,3,0,604,8698
106000,6,0,0,0,0,0,0
106000,8,9,4837,42,0,492,7354
106000,10,9,4515,51,0,632,10390
106000,13,9,4460,32,0,317,4012
106000,15,7,4786,16,0,160,1454
106000,18,9,1702,3,0,842,13623
107000,1,9,551,4716,1000,1000,4359335
107000,4,9,5432,41,0,616,10207
107000,6,0,0,0,0,0,0
107000,8,9,3531,53,0,509,7454
107000,10,9,1277,3,0,653,9629
107000,13,9,4445,32,0,319,4087
107000,15,7,4804,16,0,160,1457
107000,18,9,1715,2,0,818,13134
108000,1,9,589,5418,1000,1000,5069378
108000,4,9,1308,3,0,656,9607
108000,6,0,0,0,0,0,0
108000,8,9,4789,42,0,457,7023
108000,10,9,3700,46,0,640,10273
108000,13,9,4440,32,0,320,4130
108000,15,7,4815,16,0,161,1468
108000,18,9,1554,3,0,853,13795
109000,1,9,708,6119,1000,1000,5799708
109000,4,9,3500,48,0,681,11008
109000,6,0,0,0,0,0,0
109000,8,9,4128,38,0,443,6497
109000,10,9,1247,2,0,531,7878
109000,13,9,4457,32,0,320,4106
109000,15,7,4748,16,0,160,1447
109000,18,9,1963,3,0,882,14341
110000,1,9,2040,6120,1000,1000,6131263
110000,4,9,1378,3,0,622,9399
110000,6,0,0,0,0,0,0
110000,8,9,3662,35,0,370,4425
110000,10,9,2657,35,0,475,4886
110000,13,9,4178,31,0,318,4053
110000,15,7,4778,16,0,160,1446
110000,18,9,1771,3,0,762,12267
111000,1,9,2336,6120,1000,1000,6131448
111000,4,9,5026,41,0,581,9506
111000,6,0,0,0,0,0,0
111000,8,9,721,2,0,397,4375
111000,10,9,1012,3,0,476,4412
111000,13,9,4420,32,0,320,4150
111000,15,7,4771,16,0,160,1431
111000,18,9,1666,2,0,771,12395
112000,1,9,2411,6120,1000,1000,6131442
112000,4,9,4187,40,0,516,7819
